technology,plant_id,generator_id,capacity_mw,capacity_mwh,nameplate_capacity_mw,winter_capacity_mw,operating_year,retirement_year,historical_capacity_factor,heat_rate_mmbtu_mwh,vom_per_mwh,fom_per_mwyr
Conventional Hydroelectric,8902,A9,68.5,,68.5,68.5,1952,2052,0.161,0.0,0.0,6419.0
Onshore Wind Turbine,10005,WTGS,17.0,,17.4,16.0,1988,2030,0.079,0.0,0.0,23318.0
Natural Gas Fired Combined Cycle,10034,GEN1,72.0,,90.0,81.0,1987,2042,0.064,9.179,3.516257561,4342.0804259999995
Natural Gas Fired Combined Cycle,10034,GEN2,29.0,,40.0,29.0,1987,2042,0.064,9.179,3.516257561,4342.0804259999995
Wood/Wood Waste Biomass,10052,GEN1,16.0,,18.8,16.0,1986,2031,0.173,24.137,4.524,107064.0
Run of River Hydroelectric,10139,GEN1,5.9,,5.9,5.9,1990,2090,0.136,0.0,0.0,9165.0
Run of River Hydroelectric,10139,GEN2,5.9,,5.9,5.9,1990,2090,0.136,0.0,0.0,8706.0
Other Natural Gas,62577,AP11A,1.0,,1.0,1.0,2017,2067,0.774,9.667,0.298,15571.0
Natural Gas Fired Combustion Turbine,10156,GEN3,4.65,,4.65,4.65,2001,2056,0.005,12.101,1.370381634,307.06971100000004
Natural Gas Fired Combustion Turbine,10156,GEN3,13.95,,13.95,13.95,2001,2056,0.005,12.101,1.370381634,307.06971100000004
Natural Gas Fired Combustion Turbine,10156,GEN4,39.15,,39.15,39.15,2004,2059,0.005,13.213,3.812,16164.000000000002
Natural Gas Fired Combustion Turbine,10156,GEN4,13.05,,13.05,13.05,2004,2059,0.005,13.213,3.812,16164.000000000002
Run of River Hydroelectric,10162,WWHI,1.3,,1.3,1.3,1986,2086,0.17,0.0,0.0,14596.0
Natural Gas Fired Combined Cycle,10169,GEN1,0.826,,0.906,0.822,1989,2044,0.057,9.316,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,10169,GEN1,40.474,,44.394,40.278,1989,2044,0.057,9.316,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,10169,GEN2,7.84,,10.29,7.938,1990,2045,0.057,9.316,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,10169,GEN2,0.16,,0.21,0.162,1990,2045,0.057,9.316,3.516257561,8987.410604
Onshore Wind Turbine,10191,EXIS,8.7,,8.7,8.7,1984,2030,0.183,0.0,0.0,30533.0
Run of River Hydroelectric,10222,SPP1,0.01134,,0.01134,0.01134,1989,2089,0.098,0.0,0.0,10657.0
Run of River Hydroelectric,10222,SPP1,0.01694,,0.01694,0.01694,1989,2089,0.098,0.0,0.0,10657.0
Run of River Hydroelectric,10222,SPP1,0.45486,,0.45486,0.45486,1989,2089,0.098,0.0,0.0,10657.0
Run of River Hydroelectric,10222,SPP1,0.01134,,0.01134,0.01134,1989,2089,0.098,0.0,0.0,10657.0
Run of River Hydroelectric,10222,SPP1,0.02744,,0.02744,0.02744,1989,2089,0.098,0.0,0.0,10657.0
Run of River Hydroelectric,10253,LGEN,5.0,,5.0,5.0,1989,2089,0.122,0.0,0.0,10222.0
Run of River Hydroelectric,10253,UGEN,5.0,,5.0,5.0,1988,2088,0.122,0.0,0.0,10207.0
Natural Gas Fired Combined Cycle,10294,GTG,80.0,,90.8,82.0,1989,2044,0.055,8.955,3.28184039,12250.74954
Natural Gas Fired Combined Cycle,10294,STG,35.0,,42.4,36.0,1989,2044,0.055,8.955,3.28184039,12250.74954
Wood/Wood Waste Biomass,10300,GEN1,47.0,,55.5,47.0,1991,2036,0.717,16.372,1.226,53052.0
Natural Gas Fired Combined Cycle,10342,TG1,35.0,,40.0,37.0,1987,2042,0.676,10.026,1.532615375,8987.410604
Natural Gas Fired Combined Cycle,10342,TG2,35.0,,40.0,37.0,1987,2042,0.676,10.026,1.532615375,8987.410604
Natural Gas Fired Combined Cycle,10342,TG3,33.5,,33.5,33.5,1987,2042,0.676,10.026,1.532615375,8987.410604
Natural Gas Fired Combustion Turbine,10349,GEN1,49.5,,49.5,49.5,1989,2044,0.035,10.745,1.370381634,1230.331313
Natural Gas Fired Combustion Turbine,10350,CTGA,30.0,,34.9,30.0,2022,2077,0.004,10.745,2.276,3541.0
Natural Gas Fired Combustion Turbine,10350,CTGB,30.0,,34.9,30.0,2022,2077,0.004,10.745,2.276,3541.0
Landfill Gas,10387,3,2.8,,3.0,3.0,2004,2104,0.495,21.312,4.436,113748.0
Natural Gas Fired Combined Cycle,10405,GEN1,22.0,,23.1,23.0,1990,2045,0.015,10.449,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,10405,GEN2,11.8,,13.1,11.8,1990,2045,0.015,10.449,3.516257561,8987.410604
Solar Photovoltaic,10437,SUN2,20.0,,20.0,18.5,2017,2047,0.342,0.0,0.0,7714.0
Solar Photovoltaic,10438,SUN3,13.8,,13.8,13.8,2017,2047,0.289,0.0,0.0,7714.0
Solar Photovoltaic,10444,LOC1,85.0,,100.4,85.0,2023,2053,0.212,0.0,0.0,7714.0
Run of River Hydroelectric,10458,GEN1,29.9,,29.9,29.9,1988,2088,0.161,0.0,0.0,7195.0
Geothermal,10479,T101,3.3,,5.0,5.0,1990,2030,0.891,9.771,0.587,63891.0
Geothermal,10479,T102,3.3,,5.0,5.0,1990,2030,0.891,9.771,0.587,62484.0
Geothermal,10479,T103,3.3,,5.0,5.0,1990,2030,0.891,9.771,0.587,62484.0
Geothermal,10480,GEN1,3.3,,5.0,5.0,1984,2030,0.765,9.771,0.587,71396.0
Geothermal,10480,GEN2,3.3,,5.0,5.0,1984,2030,0.765,9.771,0.587,73056.0
Geothermal,10481,1,3.3,,5.0,5.0,1990,2030,0.603,9.771,0.587,64161.0
Geothermal,10481,2,3.3,,5.0,5.0,1990,2030,0.603,9.771,0.587,64964.0
Geothermal,10481,3,3.3,,5.0,5.0,1990,2030,0.603,9.771,0.587,64964.0
Other Natural Gas,62577,AP11B,1.0,,1.0,1.0,2017,2067,0.774,9.668,0.298,15571.0
Natural Gas Fired Combustion Turbine,10496,GTAG,72.0,,75.0,77.0,1985,2040,0.075,12.433,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,10496,GTBG,72.0,,75.0,77.0,1985,2040,0.075,12.433,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,10496,GTCG,72.0,,75.0,77.0,1985,2040,0.075,12.433,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,10496,GTDG,72.0,,75.0,77.0,1985,2040,0.075,12.433,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,10501,K100,36.0,,39.1,34.0,1989,2044,0.0,15.944,5.481526534,8080.909324
Onshore Wind Turbine,10586,EXIS,59.6,,59.6,59.6,1984,2030,0.288,0.0,0.0,22424.0
Onshore Wind Turbine,10597,WGN1,29.0,,29.0,29.0,1984,2030,0.152,0.0,0.0,28982.0
Geothermal,10631,GEN1,42.0,,45.5,42.0,1989,2030,0.909,9.771,0.587,42061.0
Geothermal,10632,GEN1,42.0,,45.5,42.0,1988,2030,0.865,9.771,0.587,42178.0
Geothermal,10634,GEN1,49.0,,45.5,49.0,1988,2030,0.836,9.771,0.587,43777.0
Natural Gas Fired Combustion Turbine,10649,GEN1,46.0,,46.0,48.0,1995,2050,0.116,10.745,1.370381634,8080.909324
Natural Gas Fired Combustion Turbine,10650,GEN1,46.0,,46.0,48.0,1991,2046,0.06,10.745,1.370381634,8080.909324
Wood/Wood Waste Biomass,10652,GEN1,31.0,,31.0,31.0,1989,2034,0.687,19.543,1.64,67111.0
Natural Gas Fired Combined Cycle,10677,UNT2,46.0,,60.0,50.0,1988,2043,0.0,9.505,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,10677,UNT3,23.0,,30.0,25.0,1988,2043,0.0,9.505,3.516257561,8987.410604
Run of River Hydroelectric,10706,GEN1,3.0,,3.0,3.0,1990,2090,0.146,0.0,0.0,11000.0
Run of River Hydroelectric,10707,GEN1,5.0,,5.0,5.0,1990,2090,0.225,0.0,0.0,11172.0
Run of River Hydroelectric,10708,GEN1,1.1,,1.1,1.1,1989,2089,0.588,0.0,0.0,18156.0
Run of River Hydroelectric,10709,GEN1,1.1,,1.1,1.1,1990,2090,0.168,0.0,0.0,14345.0
Onshore Wind Turbine,10718,WND,11.7,,11.7,11.7,1985,2030,0.284,0.0,0.0,34691.0
Geothermal,10759,GEN1,50.0,,53.9,50.0,1989,2030,0.694,9.771,0.587,36752.0
Geothermal,10763,GBU,5.3,,8.0,8.0,2007,2037,0.345,9.771,0.587,32649.0
Geothermal,10763,GEN1,14.4,,21.6,21.6,1989,2030,0.218,9.771,0.587,51088.0
Geothermal,10763,OE301,10.7,,16.0,16.0,2020,2050,0.352,9.771,0.587,65021.0
Wood/Wood Waste Biomass,10764,GEN1,11.5,,13.8,10.0,1985,2030,0.0,17.1,13.393,38356.0
Wood/Wood Waste Biomass,10767,GEN1,24.3,,28.0,24.3,1988,2033,0.757,14.931,4.086,100021.0
Wood/Wood Waste Biomass,10772,GEN1,24.4,,27.9,24.4,1989,2034,0.777,16.242,3.726,97133.0
Natural Gas Fired Combustion Turbine,10776,GTG,48.5,,48.5,48.5,1990,2045,0.107,10.745,1.370381634,1230.331313
Wood/Wood Waste Biomass,10777,GEN1,30.0,,36.2,30.0,1989,2034,0.731,14.713,4.192,81072.0
Wood/Wood Waste Biomass,10836,GEN1,25.0,,28.0,25.0,1989,2034,0.551,16.773,4.506,98397.0
Geothermal,10873,GEN1,27.5,,32.2,27.5,1987,2030,0.644,9.771,0.587,49146.0
Geothermal,10873,GEN2,27.0,,30.0,27.0,1988,2030,0.644,9.771,0.587,39787.0
Geothermal,10873,GEN3,26.7,,30.0,27.2,1988,2030,0.638,9.771,0.587,41722.0
Geothermal,10874,GEN4,30.0,,30.0,30.0,1989,2030,0.546,9.771,0.587,49743.0
Geothermal,10874,GEN5,23.4,,30.0,27.0,1989,2030,0.507,9.771,0.587,44865.0
Geothermal,10874,GEN6,26.9,,30.0,29.0,1989,2030,0.525,9.771,0.587,39928.0
Geothermal,10875,GEN7,21.8,,30.0,26.1,1988,2030,0.434,9.771,0.587,52255.0
Geothermal,10875,GEN8,22.5,,30.0,28.5,1988,2030,0.421,9.771,0.587,47012.0
Geothermal,10875,GEN9,23.5,,30.0,28.7,1989,2030,0.43,9.771,0.587,44523.0
Geothermal,10878,EE11,10.0,,10.0,10.0,1982,2030,0.846,9.771,0.587,58529.0
Geothermal,10879,GEN1,17.0,,11.5,17.0,1990,2030,0.451,9.771,0.587,70037.0
Geothermal,10879,GEN2,4.0,,5.0,4.0,1990,2030,0.451,9.771,0.587,66175.0
Geothermal,10879,GEN3,2.1,,3.5,2.1,1990,2030,0.451,9.771,0.587,73950.0
Run of River Hydroelectric,10880,GEN1,1.8,,1.8,1.8,1987,2087,0.671,0.0,0.0,13629.0
Run of River Hydroelectric,10881,GEN1,2.0,,2.0,2.0,1986,2086,0.248,0.0,0.0,13280.0
Run of River Hydroelectric,10882,GEN1,6.8,,6.8,6.8,1986,2086,0.211,0.0,0.0,9477.0
Natural Gas Fired Combustion Turbine,50003,GEN1,46.0,,46.0,48.0,1990,2045,0.107,10.745,1.370381634,8080.909324
Run of River Hydroelectric,50037,UNT1,6.7,,7.0,6.4,1989,2089,0.103,0.0,0.0,7123.0
Run of River Hydroelectric,50037,UNT2,6.7,,7.0,6.4,1989,2089,0.238,0.0,0.0,11381.0
Geothermal,50066,UNT1,50.0,,88.2,55.0,1984,2030,0.502,9.771,0.587,44216.0
Geothermal,50066,UNT2,50.0,,88.2,55.0,1984,2030,0.502,9.771,0.587,44722.0
Conventional Hydroelectric,50076,UNT1,0.2,,0.2,0.2,1987,2087,0.199,0.0,0.0,26291.0
Conventional Hydroelectric,50076,UNT2,1.1,,1.1,1.0,1987,2087,0.209,0.0,0.0,12085.0
Run of River Hydroelectric,50128,3381,2.4,,2.5,2.3,1985,2085,0.0,0.0,0.0,9039.0
Run of River Hydroelectric,50129,1641,1.3,,1.4,1.3,1983,2083,0.264,0.0,0.0,9617.0
Run of River Hydroelectric,50129,1642,1.3,,1.4,1.3,1983,2083,0.264,0.0,0.0,9680.0
Run of River Hydroelectric,50129,8332,0.1,,0.1,0.1,1983,2083,0.264,0.0,0.0,16951.0
Natural Gas Fired Combustion Turbine,50131,K100,36.0,,38.4,38.0,1991,2046,0.0,15.944,5.481526534,8080.909324
Natural Gas Fired Combustion Turbine,50134,GTAG,75.0,,75.0,78.0,1987,2042,0.214,12.11,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,50134,GTBG,75.0,,75.0,78.0,1987,2042,0.214,12.11,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,50134,GTCG,75.0,,75.0,78.0,1987,2042,0.214,12.11,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,50134,GTDG,75.0,,75.0,78.0,1987,2042,0.214,12.11,1.74861846,1121.119057
Run of River Hydroelectric,50147,1,1.0,,1.4,0.5,1987,2087,0.0,0.0,0.0,14778.0
Run of River Hydroelectric,50156,GEN1,3.0,,3.2,2.9,1990,2090,0.113,0.0,0.0,9976.0
Run of River Hydroelectric,50179,GEN1,2.5,,2.5,2.5,1986,2086,0.261,0.0,0.0,12739.0
Run of River Hydroelectric,50179,GEN2,2.5,,2.5,2.5,1986,2086,0.261,0.0,0.0,12738.0
Run of River Hydroelectric,50180,GEN1,4.8,,5.0,4.6,1990,2090,0.248,0.0,0.0,9619.0
Geothermal,50210,GEN1,29.0,,30.1,29.0,1985,2030,0.74,9.771,0.587,52274.0
Geothermal,50210,GEN2,9.0,,9.5,9.0,1985,2030,0.74,9.771,0.587,67218.0
Run of River Hydroelectric,50218,U1,2.7,,2.8,2.6,1982,2082,0.056,0.0,0.0,12630.0
Run of River Hydroelectric,50219,U1,4.0,,5.3,4.3,1983,2083,0.199,0.0,0.0,11496.0
Run of River Hydroelectric,50223,1296,0.5,,1.2,0.9,1989,2089,0.248,0.0,0.0,24133.0
Run of River Hydroelectric,50233,4011,1.0,,1.0,1.0,1986,2086,0.34,0.0,0.0,15026.0
Onshore Wind Turbine,50281,WGEN,31.0,,31.0,31.0,1983,2030,0.277,0.0,0.0,28854.0
Other Waste Biomass,50293,GEN1,26.5,,29.1,26.5,1989,2034,0.643,13.825,4.1,92865.0
Natural Gas Fired Combustion Turbine,50299,GEN1,46.1,,49.5,46.1,1988,2043,0.012,10.745,1.370381634,8080.909324
Other Natural Gas,62577,AP11C,1.0,,1.0,1.0,2017,2067,0.774,9.668,0.298,15571.0
Other Natural Gas,62577,AP11D,1.0,,1.0,1.0,2017,2067,0.774,9.668,0.298,15571.0
Run of River Hydroelectric,50322,GEN1,2.1,,2.1,2.1,1985,2085,0.142,0.0,0.0,13527.0
Run of River Hydroelectric,50350,GEN1,14.5,,14.5,14.5,1992,2092,0.211,0.0,0.0,8573.0
Run of River Hydroelectric,50352,1,3.7,,4.0,3.6,1987,2087,0.278,0.0,0.0,11754.0
Run of River Hydroelectric,50352,2,0.3,,0.4,0.3,1987,2087,0.274,0.0,0.0,24543.0
Wood/Wood Waste Biomass,50363,L313,15.5,,21.0,15.5,1987,2032,0.0,17.1,2.473,29411.0
Run of River Hydroelectric,50375,GEN1,1.2,,1.2,1.2,1987,2087,0.389,0.0,0.0,17833.0
Run of River Hydroelectric,50393,FR1,20.0,,18.4,20.0,1986,2086,0.272,0.0,0.0,8826.0
Run of River Hydroelectric,50393,M1,9.8,,9.8,9.8,1985,2085,0.272,0.0,0.0,9791.0
Run of River Hydroelectric,50393,RO1,2.3,,2.4,2.3,1985,2085,0.272,0.0,0.0,13232.0
Run of River Hydroelectric,50400,GEN1,15.6,,16.2,14.0,1986,2086,0.586,0.0,0.0,10625.0
Natural Gas Fired Combustion Turbine,50493,DC1,23.0,,24.9,24.0,1989,2044,0.059,10.745,1.370381634,8080.909324
Natural Gas Fired Combustion Turbine,50493,DC2,23.0,,24.9,24.0,1989,2044,0.059,10.745,1.370381634,8080.909324
Natural Gas Fired Combustion Turbine,50494,KF1,23.0,,24.9,24.0,1989,2044,0.045,10.745,1.370381634,8080.909324
Natural Gas Fired Combustion Turbine,50494,KF2,23.0,,24.9,24.0,1989,2044,0.045,10.745,1.370381634,8080.909324
Natural Gas Fired Combustion Turbine,50495,HS1,23.0,,24.9,24.0,1989,2044,0.057,10.745,1.370381634,8080.909324
Natural Gas Fired Combustion Turbine,50495,HS2,23.0,,24.9,24.0,1989,2044,0.057,10.745,1.370381634,8080.909324
Onshore Wind Turbine,50532,15SLE,1.5,,1.5,1.5,2000,2030,0.143,0.0,0.0,13321.0
Onshore Wind Turbine,50532,WGNS,17.3,,24.6,17.3,1981,2030,0.143,0.0,0.0,25834.0
Onshore Wind Turbine,50533,PHW,46.8,,46.8,46.8,2021,2051,0.386,0.0,0.0,13321.0
Onshore Wind Turbine,50536,SRW1,60.2,,60.2,60.2,2021,2051,0.347,0.0,0.0,13321.0
Natural Gas Fired Combined Cycle,50541,GEN1,80.8,,82.3,84.5,1988,2043,0.019,13.13,3.516257561,4342.0804259999995
Natural Gas Fired Combined Cycle,50541,ST1,9.9,,13.6,10.4,2001,2056,0.019,13.13,3.516257561,4342.0804259999995
Natural Gas Fired Combined Cycle,50541,ST2,11.0,,11.5,11.0,2001,2056,0.019,13.13,3.516257561,4342.0804259999995
Run of River Hydroelectric,50546,GEN1,3.6,,3.6,3.6,1986,2086,0.333,0.0,0.0,11883.0
Onshore Wind Turbine,50552,WGNS,38.9,,38.9,38.9,1999,2029,0.087,0.0,0.0,29891.0
Onshore Wind Turbine,50553,1,20.0,,20.0,20.0,2008,2038,0.116,0.0,0.0,30107.0
Wood/Wood Waste Biomass,50560,GEN1,9.9,,13.75,9.9,1986,2031,0.829,15.618,6.175,139393.0
Wood/Wood Waste Biomass,50560,GEN1,8.1,,11.25,8.1,1986,2031,0.829,15.618,6.175,139393.0
Landfill Gas,50571,GEN1,2.9,,3.0,3.3,1989,2089,0.677,18.9,1.641,74995.0
Landfill Gas,50571,GEN2,2.9,,3.0,3.3,1989,2089,0.677,18.901,1.743,79754.0
Natural Gas Fired Combustion Turbine,50612,GEN1,46.0,,46.0,48.0,1991,2046,0.09,10.745,1.370381634,8080.909324
Onshore Wind Turbine,50690,GEN1,43.4,,43.4,43.4,1999,2029,0.313,0.0,0.0,31185.0
Natural Gas Fired Combined Cycle,50748,GEN1,21.0,,24.4,21.0,1990,2045,0.073,9.897,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,50748,GEN2,7.0,,7.6,7.0,1990,2045,0.073,9.897,3.516257561,8987.410604
Onshore Wind Turbine,50754,GEN1,3.5,,3.5,3.5,1982,2030,0.187,0.0,0.0,38010.0
Onshore Wind Turbine,50754,GEN2,4.2,,4.2,4.2,1993,2023,0.187,0.0,0.0,35661.0
Onshore Wind Turbine,50754,GEN3,23.1,,23.1,23.1,1999,2029,0.187,0.0,0.0,31402.0
Onshore Wind Turbine,50754,GEN4,3.7,,3.7,3.7,1999,2029,0.187,0.0,0.0,37124.0
Run of River Hydroelectric,50755,GEN1,1.9,,2.0,1.9,1989,2089,0.291,0.0,0.0,13988.0
Run of River Hydroelectric,50755,GEN2,0.9,,1.0,0.9,1989,2089,0.291,0.0,0.0,15063.0
Geothermal,50766,ITLU1,8.0,,12.0,12.0,2003,2033,0.549,9.771,0.587,65021.0
Geothermal,50766,ITLU2,8.0,,12.0,12.0,2003,2033,0.549,9.771,0.587,65021.0
Geothermal,50766,OE31,0.8,,1.2,1.2,1986,2030,0.549,9.771,0.587,75382.0
Geothermal,50766,OE32,0.8,,1.2,1.2,1986,2030,0.549,9.771,0.587,75382.0
Onshore Wind Turbine,50820,GEN1,3.0,,3.0,3.0,1985,2030,0.225,0.0,0.0,36764.0
Onshore Wind Turbine,50821,GEN1,88.5,,88.5,88.5,1989,2030,0.106,0.0,0.0,23023.0
Landfill Gas,50831,GEN1,1.0,,1.0,1.0,1985,2085,0.032,14.678,7.77,237596.0
Landfill Gas,50831,GEN2,1.0,,1.0,1.0,1987,2087,0.032,14.673,8.034,244079.0
Landfill Gas,50831,GEN3,1.0,,1.0,1.0,1985,2085,0.032,14.673,7.857,242883.0
Natural Gas Fired Combined Cycle,50850,GEN1,22.5,,23.5,22.5,1987,2042,0.042,10.322,1.484547824,12250.74954
Natural Gas Fired Combined Cycle,50850,GEN2,6.5,,7.3,6.0,1987,2042,0.042,10.322,1.484547824,12250.74954
Natural Gas Fired Combined Cycle,50851,GEN1,21.5,,23.5,22.1,1988,2043,0.002,9.121,1.770777189,12250.74954
Natural Gas Fired Combined Cycle,50851,GEN2,6.8,,7.6,6.9,1988,2043,0.002,9.121,1.770777189,12250.74954
Natural Gas Fired Combustion Turbine,50864,K100,30.0,,38.2,34.0,1991,2046,0.0,15.944,5.481526534,8080.909324
Natural Gas Fired Combustion Turbine,50865,K100,33.0,,38.9,35.0,1991,2046,0.684,13.347,1.370381634,1230.331313
Wood/Wood Waste Biomass,50881,GEN1,18.8,,18.3,18.8,1987,2032,0.475,18.523,4.79,108555.0
Wood/Wood Waste Biomass,50881,GEN2,18.8,,18.3,18.8,1987,2032,0.659,18.458,6.879,189726.0
Wood/Wood Waste Biomass,50881,GEN3,18.8,,18.3,18.8,1987,2032,0.554,18.432,6.651,185278.0
Run of River Hydroelectric,50892,GEN1,1.5,,1.5,1.5,1986,2086,0.027,0.0,0.0,11927.0
Run of River Hydroelectric,50892,GEN2,1.5,,1.5,1.5,1986,2086,0.027,0.0,0.0,11871.0
Other Natural Gas,66456,ANB00,2.6,,2.6,2.6,2022,2072,0.948,6.411,0.3,15571.0
Run of River Hydroelectric,50961,GEN1,4.0,,4.2,3.9,1990,2090,0.171,0.0,0.0,10394.0
Geothermal,50964,IND,1.1,,1.5,0.7,1988,2030,0.0,9.771,0.587,81170.0
Geothermal,50964,SYN,1.1,,1.5,0.7,1988,2030,0.0,9.771,0.587,80899.0
Onshore Wind Turbine,52142,GEN1,67.0,,75.0,67.0,1990,2030,0.201,0.0,0.0,30241.0
Geothermal,52158,GEN1,9.0,,12.5,10.0,1989,2030,0.568,9.771,0.587,73602.0
Geothermal,52158,GEN2,9.0,,12.5,10.0,1989,2030,0.568,9.771,0.587,79000.0
Onshore Wind Turbine,52162,MON1,21.3,,21.3,21.3,2021,2051,0.345,0.0,0.0,13321.0
Onshore Wind Turbine,52163,MON2,25.2,,25.2,25.2,2021,2051,0.397,0.0,0.0,13321.0
Natural Gas Fired Combustion Turbine,52169,A,36.5,,39.0,41.5,1989,2044,0.078,11.912,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,52169,A,36.5,,39.0,41.5,1989,2044,0.078,11.912,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,52169,B,36.5,,39.0,41.5,1989,2044,0.078,11.912,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,52169,B,36.5,,39.0,41.5,1989,2044,0.078,11.912,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,52169,C,36.5,,39.0,41.5,1989,2044,0.078,11.912,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,52169,C,36.5,,39.0,41.5,1989,2044,0.078,11.912,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,52186,GEN1,49.9,,49.9,49.9,1990,2045,0.044,12.15,1.370381634,8080.909324
Landfill Gas,54015,GEN2,5.4,,6.8,5.4,1993,2093,0.873,17.081,3.525,173808.0
Run of River Hydroelectric,54017,U1,3.7,,3.9,3.6,1987,2087,0.159,0.0,0.0,12394.0
Run of River Hydroelectric,54017,U2,1.1,,1.1,1.0,1987,2087,0.165,0.0,0.0,17457.0
Geothermal,54038,GEN1,14.4,,21.6,21.6,1989,2030,0.0,9.771,0.587,51455.0
Geothermal,54111,GE13,12.0,,16.0,16.0,2006,2036,0.352,9.771,0.587,37752.0
Geothermal,54111,GEN14,12.0,,16.0,16.0,2008,2038,0.352,9.771,0.587,65021.0
Geothermal,54111,OEC1,17.5,,26.5,26.5,2022,2052,0.509,9.771,0.587,64940.0
Geothermal,54111,OEC2,10.6,,16.0,16.0,2022,2052,0.51,9.771,0.587,64940.0
Batteries,68661,64BES,75.0,217.5,75.0,75.0,2026,2041,,0.0,,
Batteries,61167,BESS,125.0,362.5,125.0,125.0,2025,2040,0.85,0.0,0.0,12544.0
Wood/Wood Waste Biomass,54238,STG,45.0,,54.0,45.0,1987,2032,0.828,16.362,2.212,37884.0
Run of River Hydroelectric,54261,3385,1.2,,2.7,1.2,1988,2088,0.0,0.0,0.0,17249.0
Onshore Wind Turbine,54298,GEWE,7.5,,7.5,7.5,2005,2035,0.397,0.0,0.0,34185.0
Onshore Wind Turbine,54299,GEWE,3.0,,3.0,3.0,2005,2035,0.636,0.0,0.0,51128.0
Onshore Wind Turbine,54300,GEWE,4.5,,4.5,4.5,2004,2034,0.274,0.0,0.0,35936.0
Onshore Wind Turbine,54300,SX1S,0.0999,,0.0999,0.0999,1985,2030,0.0,0.0,0.0,70381.0
Onshore Wind Turbine,54300,SX1S,0.0,,0.0,0.0,1985,2030,0.0,0.0,0.0,70381.0
Run of River Hydroelectric,54308,1,1.2,,1.3,1.2,1984,2084,0.405,0.0,0.0,15497.0
Run of River Hydroelectric,54343,GEN1,20.0,,20.1,20.0,1990,2090,0.178,0.0,0.0,8386.0
Onshore Wind Turbine,54453,GEN2,15.5,,15.5,15.5,1990,2030,0.146,0.0,0.0,21331.0
Onshore Wind Turbine,54454,GEN11,49.5,,49.5,49.5,2011,2041,0.422,0.0,0.0,2480.0
Conventional Hydroelectric,54554,GEN1,2.5,,2.7,2.5,1989,2089,0.289,0.0,0.0,13283.0
Conventional Hydroelectric,54554,GEN2,2.5,,2.7,2.5,1989,2089,0.289,0.0,0.0,13245.0
Conventional Hydroelectric,54554,GEN3,0.5,,0.5,0.5,1989,2089,0.289,0.0,0.0,14706.0
Conventional Hydroelectric,54555,GEN1,126.5,,126.5,126.5,1989,2089,0.238,0.0,0.0,6834.0
Conventional Hydroelectric,54555,GEN2,126.5,,126.5,126.5,1989,2089,0.238,0.0,0.0,6791.0
Landfill Gas,54567,1,0.5,,0.6,0.5,1990,2090,0.851,13.572,7.543,603568.0
Landfill Gas,54567,2,0.5,,0.6,0.5,1990,2090,0.851,13.572,7.752,607675.0
Landfill Gas,54567,3,0.5,,0.6,0.5,1990,2090,0.668,13.9,7.752,607675.0
Landfill Gas,54567,4,0.9,,0.9,0.9,1993,2093,0.813,13.576,6.625,576085.0
Landfill Gas,54567,5,0.9,,0.9,0.9,1998,2098,0.775,13.581,2.136,185332.0
Wood/Wood Waste Biomass,54626,TG01,14.1192,,20.646,14.1192,1989,2034,0.571,16.185,1.563,41712.0
Wood/Wood Waste Biomass,54626,TG01,28.2808,,41.354,28.2808,1989,2034,0.571,16.185,1.563,41712.0
Onshore Wind Turbine,54647,EXIS,28.7,,28.7,28.7,1986,2030,0.196,0.0,0.0,26758.0
Run of River Hydroelectric,54654,KEK1,4.9,,4.9,4.9,1989,2089,0.099,0.0,0.0,10307.0
Onshore Wind Turbine,54686,EXIS,25.3,,27.1,25.3,1987,2030,0.103,0.0,0.0,26912.0
Geothermal,54689,3,3.0,,3.5,3.5,2006,2036,0.729,9.771,0.587,100469.0
Geothermal,54689,4,12.5,,19.0,19.0,2018,2048,0.627,9.771,0.587,65021.0
Geothermal,54689,OEC1,18.0,,26.5,26.5,2023,2053,0.87,32.391,0.587,64940.0
Geothermal,54689,OEC11,12.0,,16.0,16.0,2023,2053,0.87,32.391,0.587,64940.0
Geothermal,54689,OEC2,18.0,,26.5,26.5,2023,2053,0.87,32.391,0.587,64940.0
Natural Gas Fired Combined Cycle,54694,GEN1,35.1,,44.1,37.4,1994,2049,0.321,9.618,3.516257561,8987.410604
